platform,server,uid,dataUnix,status
IOS,3,0|945_96,1571503959,LOGOUT
IOS,24,2|586,1571504109,LOGIN
IOS_YY,14,1|363,1571504619,LOGIN
IOS_YY,22,2|363,1571504619,LOGOUT
H5,21,2|2611,1571504679,LOGOUT
H5,15,1|1268,1571504799,LOGOUT
ADR,0,0|1764,1571505069,LOGOUT
IOS,0,0|2857,1571505249,LOGIN
IOS_YY,0,0|1093,1571505279,LOGIN
IOS,14,1|1818,1571505489,LOGOUT
H5,10,1|719,1571505699,LOGOUT
H5,4,0|535,1571505909,LOGOUT
ADR,3,0|59,1571506029,LOGOUT
IOS,25,2|2589,1571506179,LOGIN
IOS,14,1|278,1571506239,LOGOUT
H5,12,1|2493,1571506329,LOGIN
ADR,12,1|1763,1571506419,LOGOUT
IOS_YY,0,0|153,1571506449,LOGIN
IOS_YY,1,0|2505,1571506659,LOGIN
ADR,3,0|1762,1571506989,LOGOUT
ADR,2,0|2483,1571507259,LOGIN
IOS_YY,21,2|2474,1571507679,LOGOUT
H5,21,2|898,1571507859,LOGOUT
IOS,10,1|386,1571508039,LOGOUT
H5,15,1|2325,1571508249,LOGOUT
ADR,4,0|1335,1571508669,LOGOUT
ADR,10,1|958,1571508909,LOGOUT
IOS,10,1|2774,1571508969,LOGOUT
IOS,20,2|647,1571509089,LOGIN
ADR,13,1|526,1571509299,LOGOUT
H5,2,0|2457,1571509419,LOGOUT
H5,2,0|2457,1571509419,LOGOUT
IOS_YY,1,0|1594_84,1571509479,LOGIN
IOS,15,1|2451,1571509749,LOGIN
IOS,3,0|2558,1571509869,LOGIN
IOS,10,1|822,1571510109,LOGIN
IOS_YY,25,2|859,1571510259,LOGIN
IOS_YY,2,0|1012,1571511069,LOGOUT
IOS_YY,15,1|1097,1571511099,LOGIN
ADR,14,1|132,1571511369,LOGIN
ADR,4,0|1892,1571511699,LOGIN
IOS,4,0|1112,1571511729,LOGIN
IOS_YY,3,0|1112,1571511729,LOGOUT
IOS,1,0|375,1571511909,LOGOUT
ADR,25,2|191,1571511969,LOGIN
ADR,15,1|855,1571512329,LOGOUT
IOS,12,1|1679_250,1571512389,LOGIN
ADR,12,1|1177,1571512809,LOGOUT
IOS_YY,0,0|2521,1571513319,LOGIN
IOS,24,2|2504,1571513439,LOGOUT
IOS_YY,3,0|258,1571513559,LOGOUT
IOS_YY,24,2|2012,1571513649,LOGIN
H5,1,0|233,1571514129,LOGOUT
H5,1,0|233,1571514129,LOGOUT
H5,2,0|931,1571514189,LOGOUT
H5,2,0|931,1571514189,LOGOUT
IOS_YY,14,1|503,1571514939,LOGIN
IOS,14,1|1626,1571515359,LOGIN
ADR,1,0|456,1571515599,LOGIN
H5,2,0|2250,1571515719,LOGIN
IOS,13,1|1838,1571515779,LOGOUT
IOS_YY,11,1|1828,1571515989,LOGOUT
IOS,23,2|2876,1571516409,LOGOUT
IOS,15,1|1447,1571516469,LOGOUT
IOS,4,0|228,1571516859,LOGIN
IOS,11,1|790,1571516889,LOGIN
IOS,2,0|557,1571516919,LOGIN
IOS_YY,1,0|2810,1571517129,LOGOUT
H5,14,1|2465,1571517159,LOGIN
H5,25,2|2,1571517189,LOGIN
IOS,14,1|2,1571517189,LOGOUT
H5,1,0|1104,1571517549,LOGOUT
H5,14,1|725,1571518359,LOGOUT
ADR,24,2|469,1571518839,LOGIN
H5,5,0|833,1571519139,LOGOUT
IOS_YY,24,2|2458,1571519469,LOGIN
IOS_YY,24,2|2458,1571519469,LOGIN
IOS_YY,3,0|1517,1571520039,LOGOUT
IOS_YY,5,0|290,1571520249,LOGOUT
IOS,1,0|1450_130,1571520579,LOGOUT
H5,0,0|230,1571520999,LOGOUT
H5,10,1|1130,1571521119,LOGOUT
IOS_YY,11,1|1332,1571521359,LOGOUT
H5,25,2|1597,1571521509,LOGOUT
H5,25,2|1597,1571521509,LOGOUT
IOS,5,0|678,1571521569,LOGIN
ADR,24,2|2733,1571521719,LOGOUT
IOS_YY,1,0|1877,1571522079,LOGIN
IOS,12,1|743,1571522229,LOGIN
ADR,2,0|2670,1571522769,LOGIN
ADR,14,1|1021,1571522859,LOGIN
IOS,20,2|1674,1571522889,LOGOUT
H5,3,0|2623,1571523099,LOGOUT
ADR,1,0|2505,1571523279,LOGOUT
ADR,13,1|1836,1571523339,LOGIN
ADR,23,2|977,1571523609,LOGOUT
IOS,25,2|1193,1571523969,LOGOUT
H5,15,1|2172,1571524059,LOGIN
IOS,22,2|1790,1571524419,LOGOUT
ADR,10,1|1294,1571524779,LOGIN
H5,11,1|1624,1571524809,LOGIN
IOS,1,0|1834,1571525049,LOGOUT
IOS_YY,5,0|1070,1571525109,LOGOUT
ADR,5,0|384,1571525259,LOGOUT
ADR,2,0|384,1571525259,LOGIN
ADR,5,0|384,1571525259,LOGOUT
H5,13,1|1282_1,1571525379,LOGIN
H5,24,2|1282_1,1571525379,LOGOUT
H5,24,2|1282_1,1571525379,LOGOUT
IOS,11,1|2155,1571525769,LOGOUT
ADR,15,1|1612_30,1571525799,LOGOUT
IOS_YY,25,2|988,1571525919,LOGOUT
IOS_YY,4,0|2421,1571526009,LOGOUT
IOS,4,0|536,1571526099,LOGIN
ADR,25,2|55,1571526159,LOGOUT
IOS,1,0|2099,1571526189,LOGOUT
H5,24,2|467,1571526609,LOGIN
H5,24,2|2262,1571526789,LOGOUT
H5,10,1|522,1571527599,LOGOUT
ADR,10,1|736,1571527629,LOGIN
IOS,11,1|1069_192,1571527689,LOGIN
ADR,0,0|1649,1571527809,LOGIN
H5,22,2|548,1571527989,LOGOUT
IOS_YY,20,2|1637,1571528049,LOGOUT
IOS_YY,0,0|2716,1571528259,LOGOUT
IOS_YY,24,2|2346,1571528739,LOGIN
ADR,1,0|578,1571529249,LOGIN
IOS_YY,23,2|1235,1571529309,LOGIN
ADR,4,0|1419,1571529729,LOGIN
H5,12,1|2321,1571530119,LOGOUT
H5,3,0|1696,1571530209,LOGOUT
H5,23,2|2442,1571530299,LOGIN
H5,13,1|828,1571530359,LOGOUT
IOS_YY,11,1|2582,1571530389,LOGIN
H5,24,2|1563,1571530449,LOGIN
H5,24,2|1563,1571530449,LOGIN
IOS,24,2|1634,1571530569,LOGIN
H5,22,2|1598,1571530599,LOGOUT
IOS,12,1|2470,1571530689,LOGOUT
IOS_YY,1,0|343,1571530719,LOGIN
IOS,0,0|1013,1571530749,LOGOUT
IOS_YY,3,0|268,1571530809,LOGOUT
ADR,11,1|2867,1571531139,LOGOUT
ADR,11,1|2867,1571531139,LOGOUT
IOS,15,1|149,1571531379,LOGOUT
IOS,1,0|1765,1571531409,LOGIN
H5,24,2|2813,1571531829,LOGOUT
H5,4,0|1322,1571531949,LOGIN
ADR,4,0|1626,1571531979,LOGIN
IOS,1,0|347,1571532129,LOGOUT
ADR,22,2|872,1571532369,LOGOUT
IOS_YY,20,2|2667,1571532519,LOGIN
H5,0,0|415,1571532549,LOGIN
H5,2,0|1078,1571532579,LOGOUT
IOS,1,0|570,1571532789,LOGOUT
ADR,13,1|504_270,1571533029,LOGOUT
ADR,20,2|836,1571533659,LOGIN
IOS_YY,3,0|2430,1571534109,LOGOUT
H5,23,2|2961,1571534139,LOGOUT
IOS,0,0|135,1571534229,LOGIN
IOS_YY,15,1|2742,1571534529,LOGOUT
IOS_YY,15,1|2742,1571534529,LOGOUT
IOS,15,1|1875,1571535279,LOGOUT
ADR,13,1|1188,1571535369,LOGOUT
IOS,22,2|2931,1571535669,LOGIN
H5,11,1|1638,1571535729,LOGIN
ADR,23,2|308,1571535969,LOGOUT
H5,1,0|47,1571535999,LOGOUT
H5,22,2|651,1571536359,LOGIN
ADR,13,1|1712_161,1571536449,LOGIN
IOS,24,2|401,1571536479,LOGIN
H5,0,0|185,1571536749,LOGIN
H5,0,0|185,1571536749,LOGIN
IOS_YY,25,2|878,1571536779,LOGOUT
IOS,25,2|2714,1571536839,LOGIN
IOS,15,1|305,1571536929,LOGOUT
IOS,14,1|1637,1571536989,LOGIN
H5,4,0|343,1571537139,LOGIN
ADR,14,1|1004,1571537169,LOGIN
H5,1,0|2312,1571537529,LOGOUT
IOS,25,2|70,1571537739,LOGOUT
IOS_YY,5,0|157,1571537859,LOGOUT
IOS_YY,5,0|157,1571537859,LOGOUT
IOS_YY,1,0|1061,1571537979,LOGIN
IOS,21,2|972,1571538069,LOGIN
ADR,12,1|1067,1571538279,LOGIN
ADR,2,0|1587,1571538669,LOGIN
ADR,2,0|1587,1571538669,LOGIN
IOS,2,0|151,1571538759,LOGOUT
IOS_YY,25,2|322,1571539209,LOGIN
IOS_YY,21,2|1555,1571539239,LOGOUT
IOS,4,0|609,1571539659,LOGIN
ADR,5,0|2776,1571539689,LOGIN
IOS,25,2|2797,1571539989,LOGOUT
IOS_YY,3,0|212,1571540079,LOGOUT
H5,24,2|568,1571541009,LOGIN
ADR,23,2|638,1571541549,LOGIN
IOS,2,0|1639,1571541729,LOGIN
IOS,25,2|308,1571541759,LOGOUT
IOS,24,2|2548,1571541819,LOGIN
IOS,4,0|1288,1571541849,LOGOUT
ADR,12,1|2003,1571542389,LOGOUT
ADR,22,2|2003,1571542389,LOGIN
IOS_YY,2,0|2733,1571543019,LOGOUT
ADR,10,1|471,1571543079,LOGOUT
ADR,1,0|878,1571543649,LOGOUT
IOS,0,0|2055,1571544009,LOGIN
ADR,25,2|1111,1571544309,LOGIN
IOS_YY,0,0|675,1571544549,LOGOUT
IOS_YY,13,1|1510,1571545059,LOGOUT
ADR,15,1|1281,1571545359,LOGOUT
IOS,13,1|1219,1571545419,LOGIN
IOS,22,2|1291,1571545839,LOGIN
ADR,12,1|2071,1571545899,LOGIN
H5,14,1|2071,1571545899,LOGOUT
ADR,23,2|1337,1571546109,LOGIN
IOS_YY,13,1|1338,1571546169,LOGIN
IOS,4,0|2472,1571546259,LOGIN
ADR,1,0|888,1571546799,LOGOUT
IOS,12,1|512,1571547159,LOGIN
H5,0,0|2749,1571547339,LOGOUT
ADR,21,2|1287,1571547399,LOGIN
H5,1,0|2731,1571547549,LOGIN
IOS,0,0|1495,1571547699,LOGIN
IOS_YY,4,0|620_244,1571547729,LOGOUT
ADR,20,2|1256,1571547909,LOGIN
IOS_YY,25,2|734,1571548119,LOGIN
IOS,5,0|684,1571548209,LOGIN
H5,3,0|1304,1571548269,LOGOUT
ADR,25,2|2984,1571548899,LOGOUT
IOS_YY,14,1|2125,1571549139,LOGIN
IOS_YY,23,2|1041,1571549319,LOGOUT
IOS,20,2|339,1571549529,LOGIN
IOS_YY,3,0|2418,1571549859,LOGIN
IOS,10,1|741,1571550009,LOGOUT
H5,21,2|570,1571550159,LOGIN
H5,24,2|58,1571550369,LOGOUT
H5,20,2|507,1571550429,LOGIN
ADR,2,0|2676,1571550519,LOGIN
H5,0,0|819_163,1571550729,LOGIN
IOS_YY,12,1|2982,1571550789,LOGOUT
ADR,11,1|1566,1571550909,LOGIN
IOS_YY,11,1|1101,1571551269,LOGOUT
H5,13,1|207,1571551389,LOGIN
IOS,15,1|574,1571551449,LOGIN
ADR,25,2|2804,1571551569,LOGIN
IOS_YY,13,1|26,1571551689,LOGOUT
IOS,24,2|2981,1571551749,LOGIN
IOS_YY,24,2|1061,1571551869,LOGOUT
ADR,22,2|2036,1571551989,LOGOUT
H5,13,1|268,1571552349,LOGOUT
IOS_YY,13,1|1365,1571552499,LOGIN
IOS_YY,13,1|1365,1571552499,LOGIN
ADR,11,1|1030,1571552889,LOGIN
ADR,21,2|1705,1571552919,LOGIN
ADR,21,2|1705,1571552919,LOGIN
IOS_YY,2,0|1933,1571553669,LOGIN
ADR,22,2|1105,1571554359,LOGOUT
IOS,21,2|2369,1571554389,LOGOUT
IOS_YY,10,1|364,1571554719,LOGIN
IOS_YY,21,2|2906,1571554779,LOGIN
IOS_YY,5,0|429,1571555259,LOGIN
ADR,12,1|1239,1571555499,LOGIN
IOS,10,1|326,1571555559,LOGOUT
ADR,5,0|310,1571555949,LOGOUT
IOS,0,0|2523,1571556009,LOGIN
ADR,20,2|1927,1571556099,LOGIN
IOS_YY,3,0|2462,1571556609,LOGOUT
H5,3,0|778,1571557209,LOGOUT
ADR,2,0|1011,1571557449,LOGIN
ADR,15,1|396,1571557539,LOGIN
IOS,25,2|282,1571557629,LOGOUT
ADR,24,2|1666,1571557749,LOGIN
IOS,1,0|1447,1571557839,LOGIN
IOS,15,1|734,1571558019,LOGIN
ADR,20,2|1630,1571558109,LOGIN
H5,3,0|835,1571558349,LOGIN
IOS,10,1|835,1571558349,LOGOUT
IOS,14,1|1974,1571558769,LOGOUT
IOS,2,0|2524,1571558829,LOGIN
ADR,11,1|2129,1571559039,LOGIN
IOS_YY,3,0|1101,1571559309,LOGOUT
ADR,0,0|1617,1571559609,LOGIN
IOS_YY,22,2|277,1571559669,LOGIN
IOS,10,1|277,1571559669,LOGOUT
ADR,20,2|236,1571559759,LOGIN
IOS,23,2|1516,1571559819,LOGOUT
H5,25,2|1927,1571560719,LOGIN
IOS,24,2|1968,1571560749,LOGOUT
ADR,21,2|2576,1571561019,LOGOUT
H5,12,1|1561,1571561109,LOGOUT
ADR,12,1|1305,1571561169,LOGIN
H5,4,0|345,1571561319,LOGOUT
H5,11,1|2146,1571561499,LOGOUT
IOS,1,0|1599,1571561559,LOGOUT
ADR,13,1|2761,1571561589,LOGIN
IOS_YY,2,0|1025,1571561709,LOGOUT
IOS_YY,2,0|1025,1571561709,LOGOUT
IOS,23,2|391,1571561799,LOGIN
H5,10,1|997_202,1571561829,LOGOUT
IOS_YY,12,1|1032,1571561859,LOGIN
ADR,13,1|903,1571561979,LOGOUT
IOS_YY,2,0|527,1571562519,LOGIN
IOS,3,0|1743,1571562549,LOGIN
ADR,2,0|1158,1571563179,LOGOUT
IOS,3,0|1784,1571563239,LOGOUT
ADR,22,2|2601,1571563359,LOGIN
IOS,0,0|1254,1571563419,LOGIN
IOS_YY,11,1|1254,1571563419,LOGOUT
IOS_YY,1,0|2522,1571563539,LOGIN
IOS_YY,4,0|2361,1571563659,LOGOUT
IOS_YY,24,2|211,1571563749,LOGIN
IOS_YY,24,2|1592,1571564019,LOGOUT
IOS_YY,1,0|2305,1571564049,LOGIN
H5,12,1|933,1571564079,LOGIN
H5,12,1|933,1571564079,LOGIN
IOS,3,0|2311,1571564139,LOGIN
IOS_YY,25,2|2641,1571564379,LOGIN
H5,5,0|1723,1571564709,LOGOUT
ADR,2,0|1866,1571564889,LOGOUT
ADR,14,1|2483,1571564919,LOGOUT
H5,10,1|1771,1571565189,LOGOUT
ADR,22,2|1562,1571565249,LOGIN
H5,0,0|1811,1571565339,LOGIN
H5,0,0|1811,1571565339,LOGIN
ADR,0,0|1238,1571565519,LOGIN
IOS,23,2|1896,1571565609,LOGIN
IOS_YY,3,0|1651,1571565669,LOGIN
ADR,15,1|1089_165,1571565789,LOGOUT
IOS,14,1|1089_165,1571565789,LOGIN
IOS,23,2|1885,1571565849,LOGOUT
H5,15,1|250,1571565939,LOGIN
IOS_YY,12,1|62,1571566179,LOGOUT
IOS_YY,10,1|202,1571566419,LOGOUT
H5,24,2|1531_192,1571566539,LOGIN
ADR,0,0|1521,1571566569,LOGIN
H5,15,1|248,1571566659,LOGIN
IOS_YY,21,2|2496,1571566749,LOGOUT
IOS_YY,1,0|79,1571566929,LOGIN
IOS,4,0|904,1571567019,LOGOUT
IOS_YY,1,0|1694,1571567199,LOGIN
ADR,13,1|191,1571567289,LOGOUT
ADR,10,1|2817,1571567409,LOGIN
H5,23,2|2892,1571567619,LOGIN
IOS_YY,1,0|2112,1571567799,LOGIN
H5,11,1|1521,1571567829,LOGIN
H5,14,1|1235,1571568009,LOGOUT
IOS,10,1|73,1571568309,LOGOUT
IOS,14,1|771,1571568639,LOGIN
IOS_YY,25,2|2731,1571569029,LOGOUT
ADR,14,1|1773_196,1571569209,LOGIN
IOS_YY,3,0|2056,1571569629,LOGIN
IOS_YY,23,2|1535,1571569749,LOGOUT
IOS_YY,23,2|1535,1571569749,LOGOUT
H5,0,0|1676,1571569809,LOGOUT
IOS,5,0|187,1571569959,LOGIN
ADR,20,2|187,1571569959,LOGOUT
H5,25,2|1826,1571570139,LOGOUT
IOS,24,2|2559,1571570379,LOGIN
H5,22,2|1554,1571570559,LOGIN
IOS,21,2|1554,1571570559,LOGOUT
IOS,22,2|1389,1571570619,LOGIN
H5,0,0|1559,1571570679,LOGOUT
IOS,11,1|2847,1571570799,LOGOUT
ADR,1,0|2784,1571570829,LOGOUT
ADR,15,1|2830,1571570889,LOGIN
ADR,25,2|2028,1571571009,LOGIN
IOS_YY,1,0|350,1571571099,LOGIN
ADR,4,0|2391,1571571459,LOGIN
ADR,11,1|1878,1571572029,LOGIN
IOS,24,2|2655,1571572359,LOGIN
H5,3,0|246,1571572689,LOGOUT
H5,24,2|1931,1571572719,LOGOUT
IOS,15,1|2293,1571572809,LOGIN
IOS,15,1|2345,1571572869,LOGOUT
ADR,10,1|741,1571572929,LOGOUT
H5,4,0|416,1571573079,LOGOUT
IOS_YY,14,1|276,1571573199,LOGIN
ADR,1,0|2723,1571573319,LOGIN
IOS_YY,3,0|901,1571573649,LOGOUT
IOS_YY,2,0|901,1571573649,LOGIN
H5,10,1|2599,1571573889,LOGOUT
H5,0,0|2425,1571574009,LOGIN
ADR,10,1|1166,1571574099,LOGIN
ADR,0,0|634,1571574189,LOGIN
ADR,14,1|2896,1571574339,LOGIN
IOS,24,2|2896,1571574339,LOGOUT
IOS,15,1|1108,1571574519,LOGOUT
IOS,5,0|2230,1571574579,LOGIN
IOS_YY,24,2|1178,1571574639,LOGIN
IOS,21,2|813,1571574759,LOGIN
ADR,12,1|777,1571574969,LOGOUT
ADR,23,2|1017,1571574999,LOGOUT
IOS_YY,10,1|1308,1571575059,LOGOUT
ADR,21,2|865,1571575449,LOGOUT
IOS_YY,14,1|185,1571575599,LOGOUT
ADR,13,1|1385_233,1571575749,LOGIN
IOS_YY,0,0|2471,1571575869,LOGOUT
H5,25,2|992,1571576019,LOGOUT
IOS_YY,24,2|1350,1571576229,LOGIN
IOS_YY,25,2|1769,1571576319,LOGOUT
ADR,22,2|1932_96,1571576469,LOGIN
H5,0,0|1315,1571576589,LOGIN
IOS_YY,15,1|1310,1571576799,LOGIN
IOS_YY,24,2|2908,1571577069,LOGIN
ADR,21,2|145,1571577219,LOGIN
IOS,11,1|383,1571577339,LOGIN
IOS,23,2|731,1571577579,LOGIN
ADR,11,1|731,1571577579,LOGOUT
H5,1,0|2766,1571577909,LOGOUT
IOS,11,1|2766,1571577909,LOGIN
ADR,24,2|249,1571578059,LOGIN
IOS,2,0|608,1571578089,LOGIN
IOS_YY,13,1|1155,1571578119,LOGOUT
H5,11,1|94,1571578149,LOGIN
IOS,12,1|565,1571578269,LOGIN
H5,3,0|1763_22,1571578299,LOGOUT
H5,3,0|1763_22,1571578299,LOGOUT
H5,3,0|1763_22,1571578299,LOGOUT
IOS_YY,22,2|1854,1571578329,LOGIN
IOS,3,0|2657,1571578899,LOGIN
IOS,13,1|1405,1571578989,LOGIN
IOS,5,0|2230,1571579109,LOGIN
ADR,2,0|2549,1571579349,LOGOUT
IOS,23,2|72,1571579469,LOGOUT
IOS_YY,10,1|1860_15,1571579649,LOGIN
IOS,11,1|2007,1571579769,LOGIN
IOS_YY,5,0|1926,1571580069,LOGOUT
ADR,4,0|2839,1571580189,LOGOUT
ADR,5,0|2149,1571580219,LOGOUT
H5,12,1|1467,1571580429,LOGIN
H5,2,0|2885,1571580579,LOGIN
IOS,20,2|623,1571580669,LOGOUT
IOS_YY,21,2|2307,1571580849,LOGIN
ADR,4,0|368,1571580909,LOGOUT
ADR,23,2|1453,1571580999,LOGIN
IOS,23,2|2502,1571581479,LOGOUT
IOS_YY,11,1|397,1571581719,LOGOUT
H5,1,0|940_259,1571581779,LOGIN
IOS,3,0|146,1571581809,LOGIN
IOS,21,2|1559,1571581869,LOGIN
IOS,25,2|2858,1571582079,LOGOUT
IOS_YY,12,1|2832,1571582109,LOGOUT
H5,24,2|1811,1571582169,LOGIN
ADR,14,1|653,1571582259,LOGIN
IOS,1,0|714,1571582709,LOGOUT
IOS,22,2|1769_77,1571583009,LOGIN
IOS,14,1|2794,1571583039,LOGOUT
ADR,11,1|78,1571583069,LOGOUT
H5,13,1|831,1571583219,LOGOUT
IOS,2,0|1617,1571583429,LOGIN
IOS,12,1|518,1571583609,LOGIN
ADR,21,2|2772,1571583669,LOGIN
IOS_YY,0,0|1215,1571583969,LOGIN
ADR,10,1|2549,1571584299,LOGOUT
IOS,5,0|2549,1571584299,LOGIN
ADR,4,0|2175,1571584479,LOGIN
ADR,5,0|2068,1571584539,LOGOUT
IOS_YY,25,2|2145,1571584569,LOGOUT
ADR,13,1|1307,1571584899,LOGIN
H5,24,2|1639,1571585049,LOGIN
IOS_YY,10,1|877,1571585079,LOGOUT
ADR,1,0|511,1571585109,LOGOUT
ADR,11,1|964,1571585169,LOGOUT
H5,13,1|536,1571585319,LOGOUT
H5,14,1|1971,1571585499,LOGIN
IOS_YY,11,1|2819,1571585649,LOGOUT
ADR,24,2|2201,1571585679,LOGIN
H5,5,0|141,1571585829,LOGOUT
ADR,3,0|497,1571585889,LOGIN
ADR,11,1|446,1571586399,LOGOUT
ADR,3,0|446,1571586399,LOGIN
H5,24,2|138,1571586519,LOGIN
IOS,1,0|1174,1571587149,LOGIN
ADR,23,2|507,1571500929,LOGOUT
IOS_YY,11,1|2057,1571501169,LOGOUT
IOS_YY,25,2|1214,1571501349,LOGIN
H5,11,1|1009_64,1571501379,LOGOUT
ADR,20,2|617,1571501829,LOGOUT
H5,20,2|473,1571502039,LOGIN
H5,13,1|1645,1571502129,LOGIN
ADR,14,1|2225,1571502429,LOGOUT
ADR,20,2|346,1571502819,LOGOUT
H5,3,0|1192,1571502849,LOGOUT
ADR,3,0|694,1571502909,LOGOUT
H5,3,0|1975,1571502999,LOGOUT
IOS_YY,0,0|582,1571503029,LOGOUT
IOS_YY,1,0|2744,1571503449,LOGIN
IOS_YY,15,1|806,1571503569,LOGOUT
IOS,12,1|2256,1571503629,LOGIN
H5,22,2|2378,1571504079,LOGIN
H5,20,2|2610,1571504139,LOGOUT
H5,20,2|2610,1571504139,LOGOUT
IOS,15,1|1634,1571504169,LOGIN
H5,1,0|1673,1571504349,LOGIN
IOS_YY,20,2|945,1571504439,LOGIN
IOS_YY,20,2|1436,1571504499,LOGIN
IOS_YY,13,1|2766,1571504529,LOGOUT
IOS,22,2|1824_163,1571504649,LOGOUT
H5,13,1|1037,1571504709,LOGIN
H5,13,1|1037,1571504709,LOGIN
ADR,25,2|1268,1571504799,LOGIN
H5,21,2|2857,1571505249,LOGOUT
ADR,22,2|2374,1571505759,LOGIN
IOS_YY,13,1|1543,1571505819,LOGIN
ADR,21,2|681,1571506119,LOGOUT
ADR,12,1|2854,1571506209,LOGOUT
ADR,4,0|278,1571506239,LOGIN
IOS_YY,13,1|1387,1571506359,LOGOUT
IOS,25,2|2921,1571506779,LOGOUT
H5,22,2|2921,1571506779,LOGIN
IOS_YY,12,1|2167,1571506839,LOGIN
H5,4,0|2167,1571506839,LOGOUT
ADR,2,0|955,1571506899,LOGIN
ADR,10,1|1431,1571507229,LOGIN
IOS,10,1|503,1571507589,LOGIN
IOS_YY,13,1|2138,1571507709,LOGOUT
IOS_YY,13,1|2138,1571507709,LOGOUT
H5,0,0|416,1571507979,LOGIN
H5,2,0|2542,1571508219,LOGIN
H5,5,0|1424,1571508609,LOGIN
H5,20,2|748,1571508759,LOGIN
H5,21,2|535,1571508849,LOGOUT
H5,23,2|526,1571509299,LOGIN
H5,11,1|2045,1571509719,LOGIN
H5,22,2|2715,1571509839,LOGIN
ADR,11,1|2715,1571509839,LOGOUT
IOS_YY,25,2|2558,1571509869,LOGOUT
IOS,24,2|785,1571509929,LOGOUT
ADR,20,2|373,1571509959,LOGOUT
H5,14,1|2982,1571510019,LOGIN
ADR,10,1|330,1571510169,LOGIN
IOS,21,2|2962,1571510229,LOGOUT
IOS_YY,10,1|841,1571510439,LOGOUT
IOS,4,0|2693,1571510529,LOGIN
ADR,5,0|1755,1571510709,LOGIN
IOS_YY,3,0|86,1571510769,LOGIN
ADR,0,0|1643,1571510829,LOGIN
IOS_YY,2,0|1012,1571511069,LOGOUT
ADR,3,0|132,1571511369,LOGOUT
ADR,14,1|132,1571511369,LOGIN
H5,12,1|2959,1571511519,LOGIN
IOS_YY,10,1|1156,1571511549,LOGIN
ADR,1,0|1085,1571511789,LOGIN
H5,10,1|1942,1571512239,LOGIN
IOS_YY,25,2|1787,1571512899,LOGIN
IOS,1,0|2277,1571513289,LOGOUT
IOS,0,0|184,1571513349,LOGOUT
IOS,20,2|233,1571513589,LOGIN
H5,11,1|1942,1571513859,LOGIN
IOS_YY,1,0|1445,1571513919,LOGOUT
IOS,22,2|765,1571513949,LOGOUT
ADR,3,0|1086,1571514159,LOGOUT
ADR,3,0|1086,1571514159,LOGOUT
H5,24,2|1475,1571514279,LOGOUT
ADR,21,2|2482,1571514489,LOGIN
ADR,23,2|1814,1571514699,LOGOUT
H5,4,0|1999,1571514849,LOGIN
IOS,3,0|2157,1571514879,LOGOUT
IOS,14,1|2467,1571515089,LOGIN
IOS,4,0|2757,1571515119,LOGOUT
IOS,12,1|1241,1571515149,LOGOUT
IOS_YY,25,2|727,1571515929,LOGIN
H5,2,0|2774,1571516049,LOGIN
ADR,21,2|2617,1571516079,LOGOUT
IOS_YY,21,2|304,1571516109,LOGIN
ADR,2,0|2422,1571516259,LOGOUT
IOS,24,2|2388,1571516349,LOGOUT
IOS,10,1|2636,1571516559,LOGOUT
ADR,1,0|443,1571516709,LOGOUT
IOS_YY,1,0|308,1571516799,LOGIN
H5,11,1|790,1571516889,LOGOUT
IOS,5,0|866_279,1571516949,LOGIN
IOS_YY,0,0|2312,1571517099,LOGIN
IOS,14,1|2,1571517189,LOGOUT
H5,2,0|2755,1571517429,LOGOUT
IOS_YY,25,2|1118,1571517489,LOGOUT
H5,12,1|1118,1571517489,LOGIN
IOS,3,0|1101,1571517879,LOGOUT
ADR,21,2|2307,1571517909,LOGOUT
ADR,21,2|2307,1571517909,LOGOUT
ADR,4,0|1662,1571517969,LOGIN
H5,15,1|2975,1571518119,LOGIN
H5,5,0|270,1571518329,LOGIN
ADR,1,0|1217,1571518689,LOGIN
H5,21,2|178,1571519019,LOGOUT
H5,14,1|1049,1571519349,LOGIN
ADR,11,1|2233,1571519499,LOGOUT
IOS,23,2|290,1571519559,LOGOUT
H5,4,0|1342,1571519739,LOGIN
IOS_YY,25,2|150,1571520009,LOGOUT
IOS,11,1|2461,1571520159,LOGIN
IOS_YY,5,0|290,1571520249,LOGOUT
ADR,5,0|2667,1571520669,LOGOUT
IOS,24,2|998,1571520759,LOGOUT
IOS,20,2|230,1571520999,LOGIN
ADR,21,2|259,1571521059,LOGOUT
ADR,15,1|2707,1571521659,LOGIN
IOS,15,1|1109,1571522469,LOGOUT
ADR,23,2|1333,1571523429,LOGOUT
H5,21,2|1758,1571523519,LOGOUT
IOS,20,2|349,1571523819,LOGOUT
IOS,22,2|961,1571523999,LOGOUT
IOS_YY,10,1|2274,1571524029,LOGOUT
IOS,11,1|1415,1571524089,LOGIN
IOS_YY,13,1|2776,1571524209,LOGIN
ADR,23,2|1576,1571524299,LOGOUT
ADR,4,0|2687,1571524569,LOGOUT
IOS_YY,0,0|372,1571524629,LOGIN
H5,0,0|2145,1571524719,LOGIN
ADR,25,2|2596,1571524869,LOGOUT
IOS_YY,13,1|808,1571524989,LOGOUT
IOS,4,0|2765,1571525349,LOGIN
ADR,20,2|83,1571525499,LOGIN
IOS,22,2|2872,1571525679,LOGIN
IOS_YY,4,0|466,1571526249,LOGIN
